season,team,win_ratio,toe,pace,optoe,lg_pace,net_rating
2014,SA        ,0.756,0.523642732049037,95.88,0.47183908045977,94.8203333333334,5.23825844074818
2014,OKC       ,0.72,0.50886524822695,96.34,0.472706155632985,94.8203333333334,3.67386071957416
2014,LAC       ,0.695,0.518540669856459,96.68,0.468874928612222,94.8203333333334,5.06398121024631
2014,IND       ,0.683,0.481640146878825,92.89,0.450354609929078,94.8203333333334,3.06486322616668
2014,MIA       ,0.659,0.527069072806472,91.92,0.492073170731707,94.8203333333334,3.39254588718207
2014,POR       ,0.659,0.504899135446686,95.92,0.488319088319088,94.8203333333334,1.6772332099787
2014,HOU       ,0.659,0.517241379310345,97.3,0.484797297297297,94.8203333333334,3.32925340894132
2014,GS        ,0.622,0.504278379920137,97.39,0.465856481481481,94.8203333333334,3.94631463252325
2014,MEM       ,0.61,0.48855421686747,90.6,0.483159828536436,94.8203333333334,0.515429091641735
2014,DAL       ,0.598,0.513418903150525,94.97,0.504206730769231,94.8203333333334,0.922671309302366
2014,TOR       ,0.585,0.492465340566606,92.52,0.482023156611822,94.8203333333334,1.018885744791
2014,CHI       ,0.585,0.466954910438542,90.88,0.461167971101746,94.8203333333334,0.554645853310016
2014,PHX       ,0.585,0.507017543859649,96.83,0.486486486486487,94.8203333333334,2.09662022432953
2014,WSH       ,0.537,0.491926182237601,94.23,0.487731897067624,94.8203333333334,0.416817234946338
2014,BKN       ,0.537,0.493218249075216,92.44,0.490279465370595,94.8203333333334,0.286500960400659
2014,CHA       ,0.524,0.474729241877256,92.96,0.486053412462908,94.8203333333334,-1.1101995327748
2014,MIN       ,0.488,0.484624145785877,98.35,0.500843170320405,94.8203333333334,-1.6822774260487
2014,ATL       ,0.463,0.496747486694264,95.43,0.497373029772329,94.8203333333334,-0.062956513483169
2014,NY        ,0.451,0.499699338544798,91.25,0.501248439450687,94.8203333333334,-0.14907715749677
2014,DEN       ,0.439,0.488,98.96,0.493150684931507,94.8203333333334,-0.537555356434015
2014,NO        ,0.415,0.487731897067624,93.09,0.503351614868982,94.8203333333334,-1.53346806429889
2014,CLE       ,0.402,0.46824480369515,93.72,0.501180637544274,94.8203333333334,-3.25536331694666
2014,DET       ,0.354,0.479954180985109,95.58,0.50733137829912,94.8203333333334,-2.75965336472124
2014,SAC       ,0.341,0.47813061713601,95.05,0.502689778840406,94.8203333333334,-2.46186470553389
2014,LAL       ,0.329,0.484234234234234,99.72,0.513664249860569,94.8203333333334,-3.09507576601864
2014,UTAH      ,0.305,0.472924187725632,92.34,0.513463892288862,94.8203333333334,-3.94792571147045
2014,BOS       ,0.305,0.469483568075117,94.28,0.498483929654336,94.8203333333334,-2.88351031215743
2014,ORL       ,0.28,0.474426807760141,94.32,0.497635933806147,94.8203333333334,-2.30866597037122
2014,PHI       ,0.232,0.460767946577629,99.78,0.509444762449914,94.8203333333334,-5.12229024829757
2014,MIL       ,0.183,0.464855286473715,92.99,0.510778443113772,94.8203333333334,-4.5036693985737
2015,GS        ,0.817,0.531975099037917,99.29,0.455412226584408,94.735,8.02441294760007
2015,ATL       ,0.732,0.51279000594884,94.66,0.48032883147387,94.735,3.24354755454764
2015,HOU       ,0.683,0.498540572095738,97.38,0.472333143183115,94.735,2.6939139995897
2015,LAC       ,0.683,0.52603550295858,95.41,0.484179104477612,94.735,4.21546311191127
2015,MEM       ,0.671,0.486161251504212,92.85,0.475935828877005,94.735,1.00219611646817
2015,SA        ,0.671,0.508225616921269,94.48,0.472027972027972,94.735,3.61002110045781
2015,CLE       ,0.646,0.509231685527099,93.23,0.49179366940211,94.735,1.71609884766215
2015,POR       ,0.622,0.502014968336212,95.08,0.47558874210224,94.735,2.65224636124562
2015,CHI       ,0.61,0.484757919904363,93.81,0.471535365152386,94.735,1.30934486861558
2015,DAL       ,0.61,0.508347725964306,96.41,0.487664945496271,94.735,2.1048470627786
2015,TOR       ,0.598,0.505671641791045,93.5,0.49880810488677,94.735,0.67740613347728
2015,WSH       ,0.561,0.486756915832843,94.33,0.474056603773585,94.735,1.26460171694705
